seconds_since_epoch,datestamp,sp1_watts_generated,sp2_watts_generated,sp3_watts_generated,iot_gateway_watt_consumption,water_pump_watt_consumption,valve1_watt_consumption,valve2_watt_consumption,valve3_watt_consumption,ms1_watt_consumption,ms2_watt_consumption,ms3_watt_consumption,temp1_watt_consumption,temp2_watt_consumption,temp3_watt_consumption,battery_watt_hours,valve1_litres,valve2_litres,valve3_litres,ms1_soil_moisture_pct,ms2_soil_moisture_pct,ms3_soil_moisture_pct,temps1_soil_temperature_C,temps2_soil_temperature_C,temps3_soil_temperature_C,latency_iotgateway_ms,latency_logcollector_ms,packetloss_iotgateway,packetloss_logcollector,auth_success_mqtt_to_hmi,auth_failure_mqtt_to_hmi,auth_success_ssh_to_iogateway,auth_failure_ssh_to_iotgateway,class
1673352413,5:06,0.181702437,0.185340124,0.199163332,0.163043478,0,0.333333333,0.4,0.4,0,0.25,0,0,0.25,0,0.050575755,0.338993329,0.378181818,0.364463311,0.153473148,0.001454545,0.076615347,0.053994083,0.079142012,0.053994083,0.25840708,0.314366999,0,0,0,0,0.833333333,0,normal
1673352473,5:07,0.191706075,0.169516188,0.166060386,0,0,0.266666667,0.366666667,0.3,0.25,0,0,0,0,0,0.056971162,0.292904791,0.353333333,0.316555488,0.054673294,0.001090909,0.005576434,0.053994083,0.066568047,0.07285503,0.242477876,0,0,0,0,0,0.5,0,normal
1673352533,5:08,0.187886504,0.176791561,0.177519098,0.076086957,0,0.433333333,0.3,0.233333333,0.25,0,0,0.25,0,0,0.063811394,0.388720437,0.318181818,0.277744087,0.094314462,0.072848485,0.096375318,0.07285503,0.060281065,0.035133136,0.120353982,0.120910384,0,0,0,0,0.166666667,1,normal
1673352593,5:09,0.180793016,0.192069844,0.191342306,0.054347826,0,0.4,0.333333333,0.4,0,0,0.25,0.25,0,0,0.07126431,0.376591874,0.336969697,0.374772589,0.097708813,0.004848485,0.036852952,0.041420118,0.07285503,0.060281065,0.387610619,0.3314367,0,0,0,0,0,0,normal
1673352653,5:10,0.169516188,0.198617679,0.170789378,0.032608696,0,0.266666667,0.233333333,0.3,0.25,0,0,0,0,0,0.077877933,0.28987265,0.276363636,0.314736204,0.059643593,0.041575758,0.07879743,0.047707101,0.07285503,0.041420118,0.120353982,0.162162162,0,0,0,0,0.833333333,1,normal
1673352713,5:11,0.176973445,0.184612586,0.18897781,0.130434783,0,0.3,0.266666667,0.366666667,0,0,0.25,0,0,0.25,0.085213348,0.326864767,0.302424242,0.362644027,0.075039399,0.039636364,0.116741423,0.079142012,0.060281065,0.079142012,0.330973451,0.322901849,0,0,0,0,0.666666667,1,normal
1673352773,5:12,0.167333576,0.180793016,0.176791561,0.108695652,0,0.3,0.4,0.3,0.25,0,0.25,0,0,0,0.091986437,0.317161916,0.363030303,0.326258338,0.099890896,0.147636364,0.166201964,0.091715976,0.085428994,0.085428994,0.249557522,0.137980085,0,0,0,0,0.333333333,0,normal
1673352833,5:13,0.184248818,0.188614041,0.188068389,0.043478261,0,0.333333333,0.4,0.4,0,0.25,0,0,0.25,0,0.099296673,0.337174045,0.376363636,0.372953305,0.170444902,0.165818182,0.128985332,0.035133136,0.091715976,0.091715976,0.113274336,0.024182077,0,0,0,0,0.5,1,normal
1673352893,5:14,0.177700982,0.191887959,0.189159694,0.152173913,0,0.433333333,0.266666667,0.266666667,0,0,0.25,0,0,0,0.106623695,0.386901152,0.303636364,0.302001213,0.111286217,0.081575758,0.165717057,0.07285503,0.079142012,0.053994083,0.12920354,0.024182077,0,0,0,0,0.666666667,0,normal
1673352953,5:15,0.173699527,0.180247363,0.177519098,0.02173913,0,0.4,0.366666667,0.333333333,0.25,0,0.25,0,0,0,0.113463927,0.375985446,0.351515152,0.337174045,0.077100255,0.057939394,0.112013577,0.079142012,0.07285503,0.035133136,0.217699115,0.041251778,0,0,0,0,0.5,0,normal
1673353013,5:16,0.169334303,0.174063296,0.198799563,0.163043478,0,0.266666667,0.366666667,0.433333333,0,0,0,0,0,0.25,0.121193809,0.300181928,0.352727273,0.389933293,0.023760456,0.134666667,0.076251667,0.079142012,0.047707101,0.047707101,0.217699115,0.048364154,0,0,0,0,1,1,normal
1673353073,5:17,0.184976355,0.198253911,0.166424154,0.097826087,0,0.266666667,0.266666667,0.366666667,0.25,0.25,0,0,0.25,0,0.127505288,0.303214069,0.290909091,0.362644027,0.020608559,0.004,0.07309977,0.07285503,0.079142012,0.053994083,0.217699115,0.089615932,0,0,0,0,1,1,normal
1673353133,5:18,0.169152419,0.166606039,0.176973445,0,0,0.333333333,0.3,0.4,0.25,0.25,0,0.25,0,0,0.13434552,0.329290479,0.314545455,0.378411158,0.0216996,0.116848485,0.021457146,0.066568047,0.041420118,0.041420118,0.113274336,0.298719772,0,0,0,0,0.5,1,normal
1673353193,5:19,0.19570753,0.198799563,0.185522008,0.097826087,0,0.4,0.233333333,0.366666667,0,0,0.25,0,0.25,0,0.141521469,0.366889024,0.289090909,0.349909036,0.02703358,0.008606061,0.166808098,0.053994083,0.079142012,0.091715976,0.315044248,0.39544808,0,0,0,0,1,1,normal
1673353253,5:20,0.195525646,0.18897781,0.191160422,0,0,0.333333333,0.266666667,0.3,0.25,0,0,0,0,0.25,0.149058314,0.340812614,0.303636364,0.312916919,0.024851497,0.037818182,0.094678143,0.060281065,0.085428994,0.053994083,0.008849558,0.201991465,0,0,0,0,0.833333333,0,normal
1673353313,5:21,0.199890869,0.199890869,0.180793016,0.032608696,0,0.266666667,0.366666667,0.4,0.25,0,0.25,0,0,0,0.156058012,0.305639782,0.351515152,0.375985446,0.168747727,0.151636364,0.03806522,0.085428994,0.07285503,0.047707101,0.378761062,0.298719772,0,0,0,0,0.5,1,normal
1673353373,5:22,0.16624227,0.195525646,0.173517643,0.086956522,0,0.433333333,0.366666667,0.3,0.25,0,0,0.25,0,0.25,0.162646457,0.389326865,0.35030303,0.312916919,0.130076373,0.026909091,0.131167414,0.091715976,0.085428994,0.041420118,0.299115044,0.347083926,0,0,0,0,0.333333333,0,normal
1673353433,5:23,0.169334303,0.176973445,0.173153874,0.065217391,0,0.3,0.333333333,0.266666667,0,0,0,0,0.25,0,0.169302045,0.313523347,0.337575758,0.291085506,0.115165475,0.131878788,0.150442478,0.047707101,0.066568047,0.041420118,0.031858407,0.048364154,0,0,0,0,0.666666667,0,normal
1673353493,5:24,0.192615497,0.198435795,0.181884322,0.086956522,0,0.4,0.266666667,0.4,0,0,0.25,0,0,0,0.176301742,0.374772589,0.303030303,0.364463311,0.131652321,0.074424242,0.167656686,0.085428994,0.091715976,0.066568047,0.233628319,0.217638691,0,0,0,0,0,0,normal
1673353553,5:25,0.191706075,0.18770462,0.198981448,0.097826087,0,0.333333333,0.433333333,0.433333333,0,0,0,0,0.25,0,0.18404841,0.337174045,0.386060606,0.386294724,0.000242454,0.135151515,0.129955146,0.079142012,0.091715976,0.066568047,0.233628319,0.177809388,0,0,0,0,0.5,1,normal
1673353613,5:26,0.165696617,0.178064751,0.181156784,0.130434783,0,0.266666667,0.366666667,0.3,0,0,0.25,0,0,0,0.191014537,0.290479078,0.349090909,0.312916919,0.099527215,0.060727273,0.05709783,0.047707101,0.066568047,0.066568047,0.097345133,0.177809388,0,0,0,0,0.666666667,0,normal
1673353673,5:27,0.177337214,0.173335758,0.170789378,0.130434783,0,0.333333333,0.266666667,0.433333333,0,0,0,0,0,0.25,0.197477087,0.329290479,0.303636364,0.386901152,0.148017942,0.114545455,0.096011638,0.07285503,0.053994083,0.047707101,0.088495575,0.258890469,0,0,0,0,0.5,1,normal
1673353733,5:28,0.176609676,0.180065478,0.188068389,0.02173913,0,0.266666667,0.233333333,0.266666667,0,0,0,0.25,0,0,0.204888038,0.304426925,0.278787879,0.301394785,0.01866893,0.063272727,0.096860225,0.079142012,0.047707101,0.053994083,0.217699115,0.193456615,0,0,0,0,0.833333333,1,normal
1673353793,5:29,0.1809749,0.174427064,0.188068389,0.032608696,0,0.4,0.333333333,0.266666667,0,0.25,0,0.25,0.25,0,0.212206667,0.376591874,0.328484848,0.290479078,0.025457631,0.021090909,0.07309977,0.066568047,0.085428994,0.091715976,0.047787611,0.307254623,0,0,0,0,0.833333333,0,normal
1673353853,5:30,0.167333576,0.188250273,0.166969807,0.163043478,0,0.433333333,0.233333333,0.266666667,0,0.25,0.25,0,0,0,0.218476181,0.385688296,0.289090909,0.301394785,0.151412292,0.074060606,0.096011638,0.047707101,0.066568047,0.07285503,0.330973451,0.347083926,0,0,0,0,0.166666667,1,normal
1673353913,5:31,0.183885049,0.184430702,0.199708985,0.043478261,0,0.266666667,0.233333333,0.233333333,0,0,0.25,0,0,0,0.226407493,0.30624621,0.288484848,0.289266222,0.002788217,0.129939394,0.134198085,0.085428994,0.047707101,0.066568047,0.394690265,0.162162162,0,0,0,0,0.666666667,0,normal
1673353973,5:32,0.166606039,0.184612586,0.199527101,0.02173913,0,0.4,0.233333333,0.366666667,0,0,0,0.25,0.25,0,0.234271662,0.365069739,0.278181818,0.34869618,0.044005334,0.062787879,0.128015517,0.07285503,0.085428994,0.053994083,0,0.041251778,0,0,0,0,0.166666667,0,normal
1673354033,5:33,0.199527101,0.170789378,0.185340124,0.02173913,0,0.233333333,0.233333333,0.4,0.25,0,0,0.25,0,0,0.241514755,0.289266222,0.281212121,0.365069739,0.006303794,0.018181818,0.058795005,0.066568047,0.041420118,0.085428994,0.040707965,0.274537696,0,0,0,0,0.166666667,1,normal
1673354093,5:34,0.180065478,0.180429247,0.195889414,0,0,0.233333333,0.366666667,0.266666667,0,0,0.25,0,0.25,0,0.249261423,0.279563372,0.348484848,0.303820497,0.059279913,0.164727273,0.007273609,0.085428994,0.07285503,0.085428994,0.330973451,0.201991465,0,0,0,0,0.5,0,normal
1673354153,5:35,0.180611131,0.173153874,0.177700982,0.076086957,0,0.4,0.4,0.266666667,0,0.25,0,0.25,0,0,0.25605969,0.366889024,0.363636364,0.304426925,0.164141108,0.09430303,0.056006789,0.060281065,0.060281065,0.053994083,0.265486726,0.162162162,0,0,0,0,0,1,normal
1673354213,5:36,0.167333576,0.170789378,0.185340124,0.043478261,0,0.433333333,0.3,0.333333333,0.25,0,0,0,0.25,0,0.263227247,0.38750758,0.315151515,0.337780473,0.170081222,0.061575758,0.0216996,0.060281065,0.091715976,0.066568047,0.315044248,0.081081081,0,0,0,0,0.166666667,1,normal
1673354273,5:37,0.19570753,0.177519098,0.196253183,0,0,0.266666667,0.233333333,0.3,0,0,0.25,0.25,0,0,0.270999094,0.294117647,0.278787879,0.317161916,0.007516063,0.167757576,0.147048127,0.060281065,0.041420118,0.047707101,0.145132743,0.193456615,0,0,0,0,0.166666667,0,normal
1673354333,5:38,0.166787923,0.170243725,0.181884322,0.076086957,0,0.333333333,0.333333333,0.4,0.25,0,0,0.25,0.25,0,0.277973613,0.340812614,0.339393939,0.363856883,0.057219057,0.093939394,0.131531095,0.07285503,0.060281065,0.07285503,0.283185841,0.096728307,0,0,0,0,1,1,normal
1673354393,5:39,0.185522008,0.184066933,0.199163332,0.086956522,0,0.266666667,0.4,0.233333333,0,0.25,0,0,0.25,0,0.285787424,0.301394785,0.374545455,0.275924803,0.039398715,0.074909091,0.170323676,0.079142012,0.041420118,0.07285503,0.283185841,0.081081081,0,0,0,0,0.166666667,0,normal
1673354453,5:40,0.199163332,0.173881411,0.180247363,0.032608696,0,0.4,0.366666667,0.233333333,0,0,0,0,0,0,0.292761943,0.363250455,0.361212121,0.289266222,0.148260395,0.095393939,0.128742878,0.091715976,0.035133136,0.091715976,0.339823009,0.017069701,0,0,0,0,0.166666667,0,normal
1673354513,5:41,0.176609676,0.176609676,0.184248818,0.054347826,0,0.3,0.366666667,0.333333333,0.25,0,0.25,0.25,0.25,0,0.299870749,0.317161916,0.352121212,0.340812614,0.171535944,0.061818182,0.019759971,0.066568047,0.085428994,0.060281065,0.185840708,0.266002845,0,0,0,0,0.166666667,0,normal
1673354573,5:42,0.198799563,0.181702437,0.184976355,0.076086957,0,0.333333333,0.433333333,0.3,0,0.25,0,0,0,0,0.307004734,0.342631898,0.39030303,0.316555488,0.090920112,0.022545455,0.165110923,0.053994083,0.079142012,0.07285503,0.283185841,0.024182077,0,0,0,0,0.666666667,1,normal
1673354633,5:43,0.199345216,0.188250273,0.187522736,0.076086957,0,0.266666667,0.333333333,0.366666667,0.25,0,0,0,0,0,0.314273005,0.303214069,0.336969697,0.353547605,0.05443084,0.002181818,0.170808583,0.07285503,0.07285503,0.035133136,0.120353982,0.39544808,0,0,0,0,0.5,0,normal
1673354693,5:44,0.17424518,0.165514733,0.178246635,0.173913043,0,0.266666667,0.266666667,0.233333333,0,0.25,0,0,0,0.25,0.321079666,0.291691935,0.290909091,0.276531231,0.110437629,0.132121212,0.077100255,0.07285503,0.07285503,0.053994083,0.192920354,0.338549075,0,0,0,0,0.5,0,normal
1673354753,5:45,0.189159694,0.192251728,0.199527101,0.108695652,0,0.4,0.266666667,0.333333333,0,0,0.25,0.25,0,0,0.328859905,0.378411158,0.303030303,0.337174045,0.133107043,0.127515152,0.170808583,0.091715976,0.091715976,0.07285503,0.355752212,0.145092461,0,0,0,0,0.666666667,1,normal
1673354813,5:46,0.195343761,0.185340124,0.181156784,0.130434783,0,0.333333333,0.4,0.4,0.25,0.25,0,0,0.25,0.25,0.335725316,0.328077623,0.376969697,0.363856883,0.060855861,0.154545455,0.081221966,0.091715976,0.060281065,0.035133136,0.192920354,0.201991465,0,0,0,0,0.833333333,1,normal
1673354873,5:47,0.166424154,0.165878501,0.181338669,0.163043478,0,0.233333333,0.266666667,0.4,0,0,0.25,0,0,0,0.342657871,0.281989084,0.3,0.376591874,0.004000485,0.171393939,0.1686265,0.07285503,0.041420118,0.079142012,0.290265487,0.008534851,0,0,0,0,0.833333333,1,normal
1673354933,5:48,0.199527101,0.199345216,0.191887959,0.010869565,0,0.366666667,0.433333333,0.266666667,0,0,0,0,0.25,0,0.350152751,0.349302608,0.390909091,0.292904791,0.057703964,0.00230303,0.078918657,0.035133136,0.047707101,0.066568047,0.169911504,0.355618777,0,0,0,0,0.166666667,1,normal
1673354993,5:49,0.184066933,0.199527101,0.170061841,0.130434783,0,0.233333333,0.4,0.266666667,0,0.25,0,0,0,0.25,0.35658173,0.278350515,0.363030303,0.302607641,0.172142078,0.074909091,0.001575949,0.035133136,0.035133136,0.041420118,0.12920354,0.3314367,0,0,0,0,0.5,1,normal
1673355053,5:50,0.188068389,0.194616224,0.176427792,0.152173913,0,0.4,0.266666667,0.4,0.25,0,0.25,0,0,0,0.363237318,0.376591874,0.304848485,0.374166161,0.020366105,0.152969697,0.114074433,0.091715976,0.060281065,0.053994083,0.30619469,0.371266003,0,0,0,0,0.333333333,1,normal
1673355113,5:51,0.174608949,0.176609676,0.17424518,0.108695652,0,0.4,0.333333333,0.4,0,0,0,0,0,0.25,0.36981737,0.363250455,0.336363636,0.363250455,0.150442478,0.13369697,0.150200024,0.066568047,0.060281065,0.060281065,0.138053097,0.234708393,0,0,0,0,0,1,normal
1673355173,5:52,0.17424518,0.177882866,0.17297199,0.163043478,0,0.333333333,0.366666667,0.4,0,0,0.25,0,0.25,0.25,0.376288314,0.329290479,0.35030303,0.377198302,0.038186447,0.164484848,0.079039884,0.07285503,0.060281065,0.07285503,0.12920354,0.162162162,0,0,0,0,0.166666667,1,normal
1673355233,5:53,0.194979993,0.169698072,0.17424518,0.086956522,0,0.433333333,0.333333333,0.266666667,0.25,0,0,0,0.25,0,0.382901937,0.385688296,0.338787879,0.292298363,0.113468299,0.112484848,0.039641169,0.047707101,0.066568047,0.060281065,0.192920354,0.089615932,0,0,0,0,0.5,1,normal
1673355293,5:54,0.166606039,0.180429247,0.167151692,0.130434783,0,0.366666667,0.366666667,0.3,0.25,0.25,0.25,0,0,0,0.389146272,0.362037599,0.361212121,0.314129776,0.01903261,0.074060606,0.170687356,0.053994083,0.07285503,0.085428994,0.274336283,0.241820768,0,0,0,0,0.333333333,1,normal
1673355353,5:55,0.167151692,0.165878501,0.176973445,0.086956522,0,0.233333333,0.233333333,0.3,0,0,0,0.25,0,0,0.395961325,0.278350515,0.278181818,0.314129776,0.044369014,0.11769697,0.081100739,0.041420118,0.085428994,0.066568047,0.185840708,0.201991465,0,0,0,0,0.666666667,1,normal
1673355413,5:56,0.192251728,0.194979993,0.184976355,0.152173913,0,0.3,0.366666667,0.233333333,0,0.25,0,0,0,0,0.403061738,0.326864767,0.35030303,0.277137659,0.074190811,0.098060606,0.099648442,0.041420118,0.035133136,0.091715976,0.12920354,0.210526316,0,0,0,0,1,1,normal
1673355473,5:57,0.194798108,0.17424518,0.191524191,0.076086957,0,0.233333333,0.366666667,0.4,0.25,0.25,0,0.25,0,0.25,0.410472689,0.288659794,0.35030303,0.374166161,0.036489271,0.022787879,0.024124136,0.047707101,0.091715976,0.035133136,0.274336283,0.379800853,0,0,0,0,0.666666667,1,normal
1673355533,5:58,0.187522736,0.166969807,0.195525646,0.076086957,0,0.266666667,0.233333333,0.333333333,0,0,0,0.25,0,0,0.418127035,0.303820497,0.277575758,0.338993329,0.044732695,0.006787879,0.001091041,0.066568047,0.091715976,0.091715976,0.192920354,0.024182077,0,0,0,0,0.166666667,1,normal
1673355593,5:59,0.188068389,0.177155329,0.194979993,0.076086957,0,0.4,0.266666667,0.333333333,0.25,0.25,0.25,0,0,0.25,0.425689059,0.374166161,0.293939394,0.338993329,0.128136744,0.152242424,0.153230695,0.047707101,0.091715976,0.07285503,0.265486726,0.081081081,0,0,0,0,0.5,0,normal
1673355653,6:00,0.287013459,0.292833758,0.282648236,0.108695652,0,0.366666667,0.4,0.466666667,0.25,0,0,0,0.25,0,0.437229328,0.414190418,0.415757576,0.455427532,0.133591951,0.128363636,0.170323676,0.035133136,0.060281065,0.091715976,0.063716814,0.217638691,0,0,0,0,0.833333333,0,normal
1673355713,6:01,0.261913423,0.250818479,0.2761004,0.173913043,0,0.5,0.5,0.466666667,0.25,0,0,0.25,0.25,0,0.448349951,0.473620376,0.472727273,0.454214676,0.099405989,0.149333333,0.080737059,0.053994083,0.053994083,0.035133136,0.362831858,0.241820768,0,0,0,0,0.666666667,0,normal
1673355773,6:02,0.283193889,0.254092397,0.276646053,0.130434783,0,0.5,0.5,0.333333333,0,0,0,0,0.25,0,0.459579682,0.470588235,0.467878788,0.388720437,0.025457631,0.129333333,0.080494605,0.053994083,0.053994083,0.091715976,0.265486726,0.017069701,0,0,0,0,0.666666667,0,normal
1673355833,6:03,0.277555475,0.259548927,0.271371408,0.108695652,0,0.3,0.5,0.5,0,0.25,0,0,0.25,0.25,0.470566019,0.373559733,0.470909091,0.481503942,0.080858286,0.115878788,0.045096375,0.091715976,0.053994083,0.047707101,0.394690265,0.355618777,0,0,0,0,0.666666667,1,normal
1673355893,6:04,0.298472172,0.297926519,0.283193889,0.032608696,0,0.466666667,0.4,0.466666667,0,0,0.25,0,0,0,0.482165038,0.459066101,0.428484848,0.454214676,0.062916717,0.072969697,0.0216996,0.091715976,0.035133136,0.091715976,0.097345133,0.065433855,0,0,0,0,0.833333333,0,normal
1673355953,6:05,0.299927246,0.292469989,0.254819935,0.119565217,0,0.433333333,0.3,0.433333333,0,0,0,0,0,0,0.492437976,0.443905397,0.374545455,0.444511825,0.062068129,0.026787879,0.147411807,0.053994083,0.085428994,0.041420118,0.161061947,0.017069701,0,0,0,0,0.333333333,1,normal
1673356013,6:06,0.283375773,0.283193889,0.294652601,0.076086957,0,0.433333333,0.5,0.5,0,0,0,0,0.25,0.25,0.504498607,0.442692541,0.484848485,0.473013948,0.114923021,0.098424242,0.036852952,0.053994083,0.079142012,0.085428994,0.210619469,0.298719772,0,0,0,0,0.666666667,0,normal
1673356073,6:07,0.272826482,0.288650418,0.261913423,0.163043478,0,0.3,0.533333333,0.366666667,0,0.25,0.25,0,0,0,0.515031725,0.373559733,0.495757576,0.402668284,0.151169839,0.147151515,0.005576434,0.035133136,0.035133136,0.035133136,0.210619469,0.032716927,0,0,0,0,0.333333333,0,normal
1673356133,6:08,0.254274282,0.281920698,0.261185886,0.097826087,0,0.5,0.366666667,0.466666667,0,0,0.25,0.25,0,0,0.525548058,0.483323226,0.397575758,0.459066101,0.041338344,0.172,0.020608559,0.053994083,0.035133136,0.079142012,0.097345133,0.241820768,0,0,0,0,0.333333333,0,normal
1673356193,6:09,0.250454711,0.299745362,0.270825755,0.02173913,0,0.466666667,0.533333333,0.4,0,0,0,0,0,0,0.536567966,0.459672529,0.495151515,0.430563978,0.079767245,0.044,0.077706389,0.047707101,0.035133136,0.07285503,0.290265487,0.210526316,0,0,0,0,0.833333333,1,normal
1673356253,6:10,0.275918516,0.265187341,0.293925064,0.010869565,0,0.5,0.5,0.533333333,0.25,0,0.25,0,0,0.25,0.548603418,0.481503942,0.472727273,0.499090358,0.134561765,0.022545455,0.164747242,0.07285503,0.079142012,0.066568047,0.056637168,0.089615932,0,0,0,0,0.333333333,1,normal
1673356313,6:11,0.276282284,0.254456166,0.261731539,0.163043478,0,0.333333333,0.5,0.466666667,0,0.25,0,0,0.25,0,0.559102964,0.382656155,0.473333333,0.453608247,0.154200509,0.060848485,0.006303794,0.041420118,0.047707101,0.041420118,0.290265487,0.032716927,0,0,0,0,0.333333333,1,normal
1673356373,6:12,0.281738814,0.261185886,0.299563478,0.130434783,0,0.533333333,0.366666667,0.5,0,0.25,0,0.25,0,0.25,0.571331453,0.500303214,0.398787879,0.469375379,0.02473027,0.078060606,0.023760456,0.053994083,0.079142012,0.091715976,0.378761062,0.017069701,0,0,0,0,0.833333333,1,normal
1673356433,6:13,0.28155693,0.259367043,0.287559112,0.02173913,0,0.466666667,0.5,0.4,0,0,0.25,0,0.25,0,0.583106724,0.45603396,0.46969697,0.414796847,0.153473148,0.170666667,0.038550127,0.041420118,0.079142012,0.060281065,0.283185841,0.096728307,0,0,0,0,0.166666667,1,normal
1673356493,6:14,0.282284467,0.254274282,0.259912696,0.054347826,0,0.3,0.4,0.5,0,0,0,0,0,0,0.593639843,0.374166161,0.426060606,0.483929654,0.077585162,0.062787879,0.073220996,0.041420118,0.053994083,0.047707101,0.056637168,0.241820768,0,0,0,0,0.333333333,0,normal
1673356553,6:15,0.289196071,0.299199709,0.271007639,0.130434783,0,0.366666667,0.466666667,0.466666667,0,0.25,0,0,0.25,0.25,0.604575822,0.401455428,0.458181818,0.454821104,0.096981452,0.112242424,0.075039399,0.079142012,0.041420118,0.035133136,0.226548673,0.137980085,0,0,0,0,0.333333333,0,normal
1673356613,6:16,0.249181521,0.292833758,0.270461986,0.054347826,0,0.533333333,0.4,0.533333333,0.25,0,0.25,0.25,0.25,0,0.615486622,0.500303214,0.427272727,0.500303214,0.073705904,0.02569697,0.025821312,0.053994083,0.053994083,0.079142012,0.242477876,0.290184922,0,0,0,0,0.166666667,1,normal
1673356673,6:17,0.248635868,0.281738814,0.250090942,0.02173913,0,0.433333333,0.4,0.466666667,0,0,0.25,0.25,0,0,0.625541344,0.440266828,0.426666667,0.457853244,0.092859741,0.097939394,0.114559341,0.053994083,0.041420118,0.060281065,0.047787611,0.290184922,0,0,0,0,0.833333333,1,normal
1673356733,6:18,0.261004001,0.293015642,0.287195344,0.076086957,0,0.4,0.466666667,0.433333333,0.25,0,0,0.25,0,0,0.637266257,0.431170406,0.459393939,0.440266828,0.040247303,0.167878788,0.044005334,0.066568047,0.060281065,0.035133136,0.226548673,0.371266003,0,0,0,0,0.833333333,1,normal
1673356793,6:19,0.286467806,0.266642415,0.293197526,0.130434783,0,0.366666667,0.4,0.3,0.25,0,0,0.25,0.25,0,0.64927653,0.402668284,0.416363636,0.371134021,0.026912353,0.040363636,0.060370954,0.085428994,0.053994083,0.079142012,0.315044248,0.217638691,0,0,0,0,0.833333333,1,normal
1673356853,6:20,0.275554747,0.264823572,0.287559112,0.02173913,0,0.4,0.4,0.466666667,0,0,0.25,0,0,0,0.647807768,0.430563978,0.427272727,0.455427532,0.14959389,0.059030303,0.163777428,0.047707101,0.053994083,0.035133136,0.113274336,0.386913229,0,0,0,0,0.833333333,0,normal
1673356913,6:21,0.293197526,0.250454711,0.260276464,0.054347826,0,0.533333333,0.3,0.3,0.25,0.25,0.25,0,0,0.25,0.646322221,0.486355367,0.371515152,0.372953305,0.097951267,0.078060606,0.008728331,0.085428994,0.066568047,0.066568047,0.226548673,0.096728307,0,0,0,0,1,0,normal
1673356973,6:22,0.265551109,0.272098945,0.297744634,0.032608696,0,0.533333333,0.4,0.366666667,0,0,0.25,0.25,0,0.25,0.644819888,0.499696786,0.427878788,0.414190418,0.116256516,0.025454545,0.019638744,0.035133136,0.035133136,0.035133136,0.008849558,0.234708393,0,0,0,0,0,0,normal
1673357033,6:23,0.292651873,0.250636595,0.29756275,0.076086957,0,0.533333333,0.333333333,0.3,0.25,0.25,0,0,0,0,0.643325948,0.496058217,0.384242424,0.374166161,0.020366105,0.038909091,0.061583222,0.053994083,0.091715976,0.047707101,0.056637168,0.008534851,0,0,0,0,0.166666667,0,normal
1673357093,6:24,0.255001819,0.298290287,0.26136777,0.130434783,0,0.3,0.5,0.5,0.25,0.25,0,0.25,0.25,0,0.641739685,0.372346877,0.473333333,0.484536082,0.000121227,0.168484848,0.152382107,0.07285503,0.035133136,0.035133136,0.315044248,0.258890469,0,0,0,0,0.833333333,0,normal
1673357153,6:25,0.259548927,0.271735176,0.255547472,0.130434783,0,0.3,0.466666667,0.5,0,0,0.25,0,0.25,0,0.640178601,0.36810188,0.453939394,0.483323226,0.148139168,0.005454545,0.041944478,0.085428994,0.066568047,0.079142012,0,0.338549075,0,0,0,0,0.833333333,0,normal
1673357213,6:26,0.266096762,0.282466351,0.283375773,0.152173913,0,0.3,0.533333333,0.333333333,0,0,0.25,0,0.25,0.25,0.638617518,0.373559733,0.496969697,0.386901152,0.002182083,0.146666667,0.145593405,0.07285503,0.047707101,0.060281065,0.265486726,0.371266003,0,0,0,0,0.333333333,0,normal
1673357273,6:27,0.294652601,0.2668243,0.297380866,0,0,0.5,0.5,0.433333333,0,0,0.25,0,0.25,0,0.637115184,0.48211037,0.483636364,0.438447544,0.090920112,0.042181818,0.006667475,0.085428994,0.053994083,0.091715976,0.015929204,0.217638691,0,0,0,0,0.833333333,0,normal
1673357333,6:28,0.264641688,0.293561295,0.292833758,0,0,0.333333333,0.5,0.333333333,0,0,0,0.25,0.25,0.25,0.649184208,0.383869012,0.482424242,0.386294724,0.169232634,0.166424242,0.076009213,0.085428994,0.035133136,0.060281065,0.056637168,0.024182077,0,0,0,0,0.666666667,1,normal
1673357393,6:29,0.267188068,0.281738814,0.261549654,0.076086957,0,0.5,0.533333333,0.3,0,0,0,0.25,0,0,0.647656696,0.469981807,0.497575758,0.371134021,0.022669414,0.002666667,0.061704449,0.079142012,0.047707101,0.060281065,0.169911504,0.065433855,0,0,0,0,0.333333333,0,normal
1673357453,6:30,0.293925064,0.248817752,0.265914878,0.043478261,0,0.533333333,0.333333333,0.533333333,0.25,0.25,0,0,0,0,0.646129184,0.495451789,0.386666667,0.497877502,0.076736574,0.078424242,0.112740938,0.091715976,0.066568047,0.091715976,0.330973451,0.065433855,0,0,0,0,0.5,1,normal
1673357513,6:31,0.293561295,0.253728629,0.261913423,0.108695652,0,0.333333333,0.333333333,0.466666667,0,0,0.25,0,0.25,0.25,0.644610065,0.38447544,0.387272727,0.457853244,0.092738514,0.007757576,0.093829555,0.035133136,0.07285503,0.041420118,0.169911504,0.145092461,0,0,0,0,0.166666667,1,normal
1673357573,6:32,0.299017825,0.28283012,0.248999636,0,0,0.4,0.533333333,0.3,0.25,0,0,0,0.25,0.25,0.643149696,0.415403275,0.498787879,0.370527592,0.044490241,0.000848485,0.002182083,0.079142012,0.060281065,0.060281065,0.072566372,0.39544808,0,0,0,0,0.333333333,1,normal
